,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,start_date,end_date,age_range,marital_status,rented,family_size,no_of_children,income_bracket,item_id,date,quantity,selling_price,other_discount,coupon_discount,brand,brand_type,category
128899,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,71808,2013-03-01,1,142.12,0.0,0.0,1094,Established,Packaged Meat
128916,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,59920,2013-03-11,2,354.78,0.0,0.0,3513,Established,Meat
128917,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,59920,2013-04-02,1,189.5,0.0,0.0,3513,Established,Meat
128950,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,19865,2013-03-01,1,246.49,-35.26,0.0,2548,Established,Meat
128952,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,32027,2013-02-16,1,142.12,0.0,0.0,989,Established,Packaged Meat
128953,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,5223,2013-04-03,1,35.62,-35.26,0.0,989,Established,Packaged Meat
128965,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,35188,2013-03-22,1,177.74,0.0,0.0,989,Established,Packaged Meat
128966,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,35188,2013-04-04,1,124.67,-53.07,0.0,989,Established,Packaged Meat
128974,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,34377,2013-03-12,1,177.74,0.0,0.0,989,Established,Packaged Meat
128975,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,34377,2013-03-22,1,177.74,0.0,0.0,989,Established,Packaged Meat
128980,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,22639,2013-03-12,2,106.5,-106.5,0.0,989,Established,Packaged Meat
128988,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,32662,2013-03-01,2,117.19,-117.19,0.0,984,Established,Packaged Meat
128994,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,25099,2013-04-02,1,71.24,-53.07,0.0,910,Established,Packaged Meat
129002,116355,8,8,1004,0,X,2013-02-16,2013-04-05,,,,,,,16049,2013-03-12,1,142.12,0.0,0.0,595,Established,Meat
129027,116401,13,22,148,0,X,2013-05-19,2013-07-05,,,,,,,30251,2013-06-24,1,71.24,-70.88,0.0,56,Local,Grocery
129035,116401,13,22,148,0,X,2013-05-19,2013-07-05,,,,,,,70015,2013-06-27,1,56.64,0.0,0.0,56,Local,Grocery
129036,116401,13,22,148,0,X,2013-05-19,2013-07-05,,,,,,,70016,2013-06-27,1,56.64,0.0,0.0,56,Local,Grocery
129046,116401,13,22,148,0,X,2013-05-19,2013-07-05,,,,,,,33673,2013-06-06,1,53.07,0.0,0.0,1,Established,Grocery
129049,116401,13,22,148,0,X,2013-05-19,2013-07-05,,,,,,,35837,2013-06-24,1,44.52,-1.42,0.0,56,Local,Grocery
129050,116401,13,22,148,0,X,2013-05-19,2013-07-05,,,,,,,12945,2013-06-24,1,44.52,-1.42,0.0,56,Local,Grocery
129077,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,13148,2013-06-07,1,248.98,-71.24,0.0,56,Local,Packaged Meat
129079,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,22175,2013-06-24,1,142.12,-35.62,0.0,56,Local,Packaged Meat
129084,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,53471,2013-05-24,2,178.1,-70.53,0.0,350,Established,Packaged Meat
129105,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,13609,2013-05-24,2,234.38,0.0,0.0,989,Established,Packaged Meat
129106,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,13609,2013-06-24,1,71.24,-45.95,0.0,989,Established,Packaged Meat
129121,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,71721,2013-05-24,2,213.01,0.0,0.0,989,Established,Packaged Meat
129131,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,33043,2013-06-24,1,106.5,-35.62,0.0,1898,Established,Packaged Meat
129142,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,21563,2013-06-01,1,213.36,0.0,0.0,2068,Established,Packaged Meat
129147,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,14105,2013-06-07,1,79.43,-119.68,0.0,4064,Established,Meat
129150,116411,13,24,154,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,5+,3+,6.0,54701,2013-05-24,1,177.74,-35.62,0.0,4740,Established,Packaged Meat
129152,116423,8,73,598,0,X,2013-02-16,2013-04-05,,,,,,,26139,2013-03-24,2,91.19,-9.97,0.0,56,Local,Grocery
129153,116444,8,278,271,0,X,2013-02-16,2013-04-05,36-45,,0.0,3,1,4.0,8254,2013-04-03,1,95.82,-21.37,0.0,4408,Established,Pharmaceutical
129174,116446,8,661,1046,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,6.0,30832,2013-02-20,1,231.17,-89.05,-53.43,673,Established,Grocery
129175,116446,8,661,1046,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,6.0,30832,2013-02-20,1,231.17,-89.05,-53.43,673,Established,Grocery
129176,116446,8,661,1046,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,6.0,30832,2013-03-01,1,227.61,-92.61,0.0,673,Established,Grocery
129177,116446,8,661,1046,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,6.0,30832,2013-03-14,1,284.6,-35.62,0.0,673,Established,Grocery
129178,116446,8,661,1046,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,6.0,30832,2013-04-03,2,391.82,-248.63,0.0,673,Established,Grocery
129187,116460,13,601,1089,0,X,2013-05-19,2013-07-05,36-45,,0.0,5+,3+,4.0,66989,2013-06-11,1,124.31,0.0,0.0,487,Established,Grocery
129193,116460,13,601,1089,0,X,2013-05-19,2013-07-05,36-45,,0.0,5+,3+,4.0,57632,2013-06-11,1,59.49,-11.75,0.0,487,Established,Grocery
129206,116580,13,468,1263,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,5389,2013-05-29,1,71.24,-38.83,0.0,172,Established,Grocery
129222,116641,30,324,776,0,X,2012-11-19,2013-01-04,46-55,,0.0,1,,2.0,27648,2012-12-26,2,71.24,-6.41,0.0,56,Local,Grocery
129225,116657,13,1032,229,0,X,2013-05-19,2013-07-05,,,,,,,31850,2013-06-03,1,44.52,-8.55,0.0,1665,Established,Grocery
129233,116698,8,722,1419,0,X,2013-02-16,2013-04-05,,,,,,,8477,2013-03-08,1,89.05,-17.45,0.0,782,Established,Grocery
129281,116753,8,91,575,0,X,2013-02-16,2013-04-05,56-70,Married,0.0,2,,1.0,46396,2013-03-01,2,71.24,-34.91,0.0,56,Local,Grocery
129330,116763,27,1089,195,0,Y,2012-08-25,2012-10-27,26-35,,0.0,2,,5.0,58195,2012-09-10,1,47.73,-16.03,0.0,2088,Established,Pharmaceutical
129371,116857,13,960,461,0,X,2013-05-19,2013-07-05,56-70,,0.0,3,1,2.0,27801,2013-06-21,2,71.24,0.0,0.0,1235,Established,Grocery
129378,116857,13,960,461,0,X,2013-05-19,2013-07-05,56-70,,0.0,3,1,2.0,11889,2013-06-21,3,106.86,0.0,0.0,1235,Established,Grocery
129384,116879,29,458,865,0,Y,2012-10-08,2012-11-30,26-35,,0.0,1,,7.0,5875,2012-10-12,1,37.4,0.0,0.0,4790,Established,Grocery
129385,116879,29,458,865,0,Y,2012-10-08,2012-11-30,26-35,,0.0,1,,7.0,5875,2012-10-27,1,37.4,0.0,0.0,4790,Established,Grocery
129389,116882,13,773,598,1,X,2013-05-19,2013-07-05,,,,,,,61452,2013-06-24,1,284.6,-35.62,-35.62,914,Established,Grocery
129390,116882,13,773,598,1,X,2013-05-19,2013-07-05,,,,,,,61452,2013-06-24,1,284.6,-35.62,-35.62,914,Established,Grocery
129393,116907,30,614,433,0,X,2012-11-19,2013-01-04,,,,,,,15669,2012-12-25,1,60.2,0.0,0.0,507,Established,Grocery
129398,116926,30,336,843,0,X,2012-11-19,2013-01-04,,,,,,,21031,2012-11-19,1,89.05,-24.58,0.0,56,Local,Grocery
129407,116981,8,56,1201,0,X,2013-02-16,2013-04-05,18-25,,0.0,1,,1.0,29537,2013-02-26,1,21.02,0.0,0.0,56,Local,Grocery
129408,116981,8,56,1201,0,X,2013-02-16,2013-04-05,18-25,,0.0,1,,1.0,8466,2013-02-26,1,21.02,0.0,0.0,56,Local,Grocery
129410,116981,8,56,1201,0,X,2013-02-16,2013-04-05,18-25,,0.0,1,,1.0,16041,2013-02-26,1,21.02,0.0,0.0,56,Local,Grocery
129415,116986,10,457,1231,0,Y,2013-04-08,2013-05-10,26-35,Married,0.0,3,1,5.0,9823,2013-04-26,1,16.03,0.0,0.0,158,Established,Pharmaceutical
129474,117059,8,6,1155,0,X,2013-02-16,2013-04-05,,,,,,,11986,2013-03-19,1,213.36,-35.62,0.0,133,Established,Grocery
129475,117059,8,6,1155,0,X,2013-02-16,2013-04-05,,,,,,,18323,2013-02-23,1,35.62,-1.78,0.0,56,Local,Grocery
129477,117059,8,6,1155,0,X,2013-02-16,2013-04-05,,,,,,,23589,2013-02-23,1,35.62,-1.78,0.0,56,Local,Grocery
129484,117059,8,6,1155,0,X,2013-02-16,2013-04-05,,,,,,,35156,2013-03-13,3,106.86,0.0,0.0,56,Local,Grocery
129489,117059,8,6,1155,0,X,2013-02-16,2013-04-05,,,,,,,19135,2013-03-13,1,63.76,0.0,0.0,56,Local,Grocery
129490,117059,8,6,1155,0,X,2013-02-16,2013-04-05,,,,,,,19135,2013-03-26,1,63.76,0.0,0.0,56,Local,Grocery
129507,117059,8,6,1155,0,X,2013-02-16,2013-04-05,,,,,,,9319,2013-02-23,1,35.62,-1.78,0.0,56,Local,Grocery
129516,117059,8,6,1155,0,X,2013-02-16,2013-04-05,,,,,,,26445,2013-03-29,2,70.53,0.0,0.0,892,Established,Grocery
129534,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,24413,2013-03-13,1,59.13,-15.32,0.0,412,Established,Grocery
129537,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,22340,2013-03-13,1,59.49,-14.96,0.0,412,Established,Grocery
129543,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,34469,2013-03-13,1,59.49,-54.14,0.0,412,Established,Grocery
129544,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,63228,2013-03-12,1,142.12,-7.12,0.0,133,Established,Grocery
129549,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,11445,2013-03-06,1,35.62,0.0,0.0,544,Established,Grocery
129565,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,9801,2013-03-06,3,106.86,0.0,0.0,544,Established,Grocery
129566,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,32173,2013-03-13,1,53.43,-13.89,0.0,56,Local,Grocery
129570,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,57588,2013-03-06,4,142.48,0.0,0.0,544,Established,Grocery
129571,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,47331,2013-03-16,5,156.73,-21.37,0.0,544,Established,Grocery
129578,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,69209,2013-03-13,1,71.24,-13.89,0.0,147,Established,Grocery
129581,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,34746,2013-03-06,2,71.24,0.0,0.0,544,Established,Grocery
129583,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,14680,2013-03-16,4,125.38,-17.1,0.0,544,Established,Grocery
129625,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,66729,2013-02-28,1,130.01,0.0,0.0,1558,Established,Grocery
129629,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,32262,2013-02-28,1,130.01,0.0,0.0,1558,Established,Grocery
129642,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,35858,2013-03-12,1,71.24,-7.12,0.0,1587,Established,Grocery
129653,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,56927,2013-03-16,2,255.75,-28.5,0.0,4613,Established,Grocery
129661,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,5638,2013-03-16,1,35.62,0.0,0.0,4817,Established,Grocery
129663,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,28657,2013-03-16,2,71.24,0.0,0.0,4817,Established,Grocery
129673,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,9189,2013-03-13,1,89.05,-10.33,0.0,56,Local,Grocery
129674,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,12069,2013-03-15,1,31.7,0.0,0.0,56,Local,Grocery
129681,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,4973,2013-02-21,1,142.12,-35.62,0.0,56,Local,Packaged Meat
129683,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,19363,2013-03-25,1,63.76,0.0,0.0,56,Local,Grocery
129687,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,46693,2013-03-16,1,177.74,-35.62,0.0,56,Local,Packaged Meat
129703,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,33637,2013-03-25,1,99.38,0.0,0.0,302,Established,"Dairy, Juices & Snacks"
129704,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,52515,2013-03-25,1,88.69,0.0,0.0,302,Established,"Dairy, Juices & Snacks"
129717,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,34624,2013-03-15,1,89.05,-17.45,0.0,714,Established,Grocery
129723,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,68335,2013-03-15,1,81.57,-10.69,0.0,714,Established,Grocery
129724,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,68335,2013-03-19,2,163.14,-21.37,0.0,714,Established,Grocery
129727,117140,8,6,1184,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,4.0,6590,2013-03-25,1,88.69,0.0,0.0,302,Established,"Dairy, Juices & Snacks"
129745,117203,8,7,181,0,X,2013-02-16,2013-04-05,,,,,,,23234,2013-03-21,1,177.74,0.0,0.0,142,Established,Natural Products
129754,117203,8,7,181,0,X,2013-02-16,2013-04-05,,,,,,,34320,2013-03-28,1,70.88,0.0,0.0,2794,Established,Vegetables (cut)
129767,117249,26,647,1441,1,X,2012-08-12,2012-09-21,36-45,,0.0,3,1,2.0,65526,2012-08-29,1,89.05,-24.58,-35.62,619,Established,Pharmaceutical
129768,117249,26,647,1441,1,X,2012-08-12,2012-09-21,36-45,,0.0,3,1,2.0,65526,2012-08-29,1,89.05,-24.58,-35.62,619,Established,Pharmaceutical
129770,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,5315,2013-05-20,1,59.49,-20.66,0.0,967,Established,Grocery
129771,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,5315,2013-06-05,2,118.61,-41.68,0.0,967,Established,Grocery
129773,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,8938,2013-05-20,1,59.49,-20.66,0.0,967,Established,Grocery
129774,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,8938,2013-06-05,1,59.49,-20.66,0.0,967,Established,Grocery
129776,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,11516,2013-05-20,1,59.13,-21.02,0.0,967,Established,Grocery
129778,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,23802,2013-05-20,1,59.49,-20.66,0.0,967,Established,Grocery
129779,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,23802,2013-06-05,2,118.97,-41.32,0.0,967,Established,Grocery
129781,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,31224,2013-05-20,1,59.49,-20.66,-71.24,967,Established,Grocery
129782,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,31224,2013-06-05,2,118.61,-41.68,0.0,967,Established,Grocery
129783,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,53881,2013-05-20,1,59.13,-21.02,0.0,967,Established,Grocery
129784,117261,13,796,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,53881,2013-06-05,1,59.49,-20.66,0.0,967,Established,Grocery
129789,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,26044,2013-02-28,1,142.12,-32.06,0.0,133,Established,Grocery
129795,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,7714,2013-03-14,1,159.93,0.0,0.0,544,Established,Grocery
129811,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,22614,2013-03-23,1,99.38,0.0,0.0,56,Local,Grocery
129827,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,47553,2013-02-28,1,177.74,-17.81,0.0,56,Local,Grocery
129861,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,34213,2013-03-23,1,142.12,-28.5,0.0,56,Local,Seafood
129864,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,46246,2013-03-23,1,177.74,-35.62,0.0,56,Local,Packaged Meat
129869,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,29788,2013-02-28,1,63.76,0.0,0.0,56,Local,Grocery
129870,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,29788,2013-04-05,1,59.49,-4.27,0.0,56,Local,Grocery
129877,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,7145,2013-03-14,1,85.13,0.0,0.0,56,Local,Grocery
129882,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,19363,2013-02-28,1,63.76,0.0,0.0,56,Local,Grocery
129903,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,33951,2013-02-28,1,35.62,-21.02,0.0,56,Local,Grocery
129908,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,15600,2013-03-14,1,71.24,-21.02,0.0,209,Established,Grocery
129913,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,34763,2013-04-05,1,80.14,-12.11,0.0,209,Established,Grocery
129926,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,69058,2013-03-14,1,70.88,-49.87,0.0,248,Established,Grocery
129931,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,20821,2013-03-14,1,273.92,0.0,0.0,280,Established,Grocery
129937,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,7061,2013-02-28,1,70.88,-42.74,0.0,1335,Established,Grocery
129939,117264,8,6,699,0,X,2013-02-16,2013-04-05,,,,,,,5536,2013-02-28,1,152.81,0.0,0.0,1596,Established,Packaged Meat
129947,117306,28,315,1387,0,Y,2012-09-16,2012-11-16,46-55,,0.0,1,,1.0,16898,2012-10-19,1,63.05,-50.58,0.0,56,Local,Grocery
129948,117318,29,868,784,0,Y,2012-10-08,2012-11-30,46-55,Single,0.0,2,,4.0,30981,2012-10-14,1,120.75,-10.69,0.0,1075,Established,Grocery
129949,117318,29,868,784,0,Y,2012-10-08,2012-11-30,46-55,Single,0.0,2,,4.0,30981,2012-10-20,1,83.35,-48.09,0.0,1075,Established,Grocery
129986,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,16697,2013-06-19,1,80.14,0.0,0.0,967,Established,Grocery
130027,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,27261,2013-06-19,2,782.93,-71.24,0.0,967,Established,Grocery
130040,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,53880,2013-06-19,1,80.14,0.0,0.0,967,Established,Grocery
130041,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,25035,2013-06-19,2,160.29,0.0,0.0,967,Established,Grocery
130043,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,31657,2013-06-05,3,142.48,-16.74,0.0,979,Established,Grocery
130046,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,52492,2013-06-19,1,142.84,-70.53,0.0,982,Established,Seafood
130048,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,63983,2013-06-19,1,142.84,-70.53,0.0,982,Established,Seafood
130105,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,46396,2013-06-19,1,35.62,-17.45,0.0,56,Local,Grocery
130112,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,20811,2013-06-19,1,35.62,-21.02,0.0,56,Local,Grocery
130114,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,36428,2013-06-19,1,35.62,-21.02,0.0,56,Local,Grocery
130115,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,23692,2013-06-19,1,21.02,-24.93,0.0,56,Local,Grocery
130117,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,10918,2013-06-19,2,71.24,-34.91,0.0,56,Local,Grocery
130118,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,33951,2013-06-19,2,71.24,-34.91,0.0,56,Local,Grocery
130149,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,33596,2013-06-19,1,71.24,-42.39,0.0,133,Established,Grocery
130154,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,17087,2013-06-19,1,124.67,-13.89,0.0,133,Established,Grocery
130155,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,14068,2013-06-19,1,71.24,-42.39,0.0,133,Established,Grocery
130164,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,5643,2013-06-19,2,142.48,-70.53,0.0,133,Established,Grocery
130165,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,28103,2013-05-28,3,249.34,-16.74,0.0,133,Established,Grocery
130166,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,70030,2013-06-19,1,177.74,-71.24,0.0,4477,Established,Grocery
130167,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,21021,2013-06-19,1,142.12,-17.81,0.0,4477,Established,Grocery
130168,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,25201,2013-06-19,1,142.12,-17.81,0.0,4477,Established,Grocery
130181,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,29910,2013-06-19,2,71.24,-49.16,0.0,147,Established,Grocery
130225,117335,13,22,1544,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,31704,2013-06-19,1,213.36,-17.81,0.0,350,Established,Packaged Meat
130279,117354,12,492,1312,1,Y,2013-04-22,2013-05-24,,,,,,,14764,2013-04-28,2,78.36,-63.4,-28.5,209,Established,Grocery
130287,117354,12,492,1312,1,Y,2013-04-22,2013-05-24,,,,,,,26329,2013-04-28,1,71.24,-6.77,0.0,209,Established,Grocery
130288,117354,12,492,1312,1,Y,2013-04-22,2013-05-24,,,,,,,26329,2013-05-22,1,71.24,-6.77,0.0,209,Established,Grocery
130307,117387,8,622,1495,0,X,2013-02-16,2013-04-05,,,,,,,29330,2013-02-26,1,113.63,-28.5,0.0,522,Established,Grocery
130310,117406,8,727,500,0,X,2013-02-16,2013-04-05,,,,,,,50735,2013-02-16,1,53.07,0.0,0.0,782,Established,Grocery
130363,117411,8,1002,1408,1,X,2013-02-16,2013-04-05,26-35,Single,0.0,1,,9.0,64518,2013-02-26,1,89.05,-35.26,-53.43,1475,Established,Natural Products
130364,117411,8,1002,1408,1,X,2013-02-16,2013-04-05,26-35,Single,0.0,1,,9.0,64518,2013-02-26,1,89.05,-35.26,-53.43,1475,Established,Natural Products
130368,117411,8,1002,1408,1,X,2013-02-16,2013-04-05,26-35,Single,0.0,1,,9.0,61623,2013-02-26,1,89.05,-35.26,0.0,1475,Established,Natural Products
130379,117414,8,1002,1471,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,5.0,64518,2013-02-26,1,89.05,-35.26,0.0,1475,Established,Natural Products
130380,117414,8,1002,1471,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,5.0,59838,2013-02-26,1,106.5,0.0,-53.43,1475,Established,Natural Products
130381,117414,8,1002,1471,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,5.0,59838,2013-02-26,1,106.5,0.0,-53.43,1475,Established,Natural Products
130406,117493,9,788,455,0,Y,2013-03-11,2013-04-12,46-55,Single,0.0,2,,5.0,9382,2013-04-03,1,44.52,-19.23,0.0,946,Established,Grocery
130416,117512,13,27,1250,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,8.0,16834,2013-06-09,1,71.24,-35.26,-35.62,1105,Established,Grocery
130417,117512,13,27,1250,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,8.0,16834,2013-06-09,1,71.24,-35.26,-35.62,1105,Established,Grocery
130418,117512,13,27,1250,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,8.0,13647,2013-06-09,1,71.24,-35.26,0.0,1105,Established,Grocery
130420,117512,13,27,1250,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,8.0,13296,2013-06-09,2,142.48,-70.53,0.0,1105,Established,Grocery
130430,117512,13,27,1250,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,8.0,36961,2013-06-09,1,71.24,-35.26,0.0,1636,Established,Grocery
130472,117618,9,468,999,0,Y,2013-03-11,2013-04-12,26-35,,0.0,1,,3.0,9827,2013-04-07,2,142.48,-77.65,0.0,172,Established,Grocery
130478,117640,8,63,974,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,2.0,25107,2013-02-27,1,84.78,-26.71,0.0,56,Local,Grocery
130487,117680,27,716,1378,0,Y,2012-08-25,2012-10-27,26-35,,0.0,4,2,8.0,34833,2012-09-18,1,170.62,0.0,0.0,777,Established,Grocery
130495,117684,13,408,317,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,6.0,5668,2013-06-07,4,71.24,-27.07,0.0,63,Established,Grocery
